scenario_id,strategy,latency_ms,cpu_ms,error,
S01349,Hybrid,2.217,0.562,None
S01350,Embed,13.958,3.084,None
S01350,Reference,1.302,0.361,None
S01350,Hybrid,2.134,0.691,None
S01351,Embed,11.599,2.978,None
S01351,Reference,1.52,0.4,None
S01351,Hybrid,2.031,0.563,None
S01352,Embed,11.132,3.082,None
S01352,Reference,1.108,0.295,None
S01352,Hybrid,2.021,0.593,None
S01353,Embed,15.694,3.544,None
S01353,Reference,1.525,0.411,None
S01353,Hybrid,1.779,0.546,None
S01354,Embed,15.72,3.775,None
S01354,Reference,1.373,0.465,None
S01354,Hybrid,1.882,0.686,None
S01355,Embed,12.832,3.58,None
S01355,Reference,1.447,0.427,None
S01355,Hybrid,1.991,0.73,None
