scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S03336,0.9,65536,1000,3,0.9,0.05,0,none,1
S03337,0.9,65536,1000,3,0.9,0.05,0,none,10
S03338,0.9,65536,1000,3,0.9,0.05,0,none,50
S03339,0.9,65536,1000,3,0.9,0.05,0,full,1
S03340,0.9,65536,1000,3,0.9,0.05,0,full,10
S03341,0.9,65536,1000,3,0.9,0.05,0,full,50
S03342,0.9,65536,1000,3,0.9,0.05,5,none,1
S03343,0.9,65536,1000,3,0.9,0.05,5,none,10
S03344,0.9,65536,1000,3,0.9,0.05,5,none,50
S03345,0.9,65536,1000,3,0.9,0.05,5,full,1
S03346,0.9,65536,1000,3,0.9,0.05,5,full,10
S03347,0.9,65536,1000,3,0.9,0.05,5,full,50
S03348,0.9,65536,1000,3,0.9,0.5,0,none,1
S03349,0.9,65536,1000,3,0.9,0.5,0,none,10
S03350,0.9,65536,1000,3,0.9,0.5,0,none,50
S03351,0.9,65536,1000,3,0.9,0.5,0,full,1
S03352,0.9,65536,1000,3,0.9,0.5,0,full,10
S03353,0.9,65536,1000,3,0.9,0.5,0,full,50
S03354,0.9,65536,1000,3,0.9,0.5,5,none,1
S03355,0.9,65536,1000,3,0.9,0.5,5,none,10
S03356,0.9,65536,1000,3,0.9,0.5,5,none,50
S03357,0.9,65536,1000,3,0.9,0.5,5,full,1
S03358,0.9,65536,1000,3,0.9,0.5,5,full,10
S03359,0.9,65536,1000,3,0.9,0.5,5,full,50
S03360,0.9,65536,5000,1,0.1,0.05,0,none,1
S03361,0.9,65536,5000,1,0.1,0.05,0,none,10
S03362,0.9,65536,5000,1,0.1,0.05,0,none,50
S03363,0.9,65536,5000,1,0.1,0.05,0,full,1
S03364,0.9,65536,5000,1,0.1,0.05,0,full,10
S03365,0.9,65536,5000,1,0.1,0.05,0,full,50
S03366,0.9,65536,5000,1,0.1,0.05,5,none,1
S03367,0.9,65536,5000,1,0.1,0.05,5,none,10
S03368,0.9,65536,5000,1,0.1,0.05,5,none,50
S03369,0.9,65536,5000,1,0.1,0.05,5,full,1
S03370,0.9,65536,5000,1,0.1,0.05,5,full,10
S03371,0.9,65536,5000,1,0.1,0.05,5,full,50
S03372,0.9,65536,5000,1,0.1,0.5,0,none,1
S03373,0.9,65536,5000,1,0.1,0.5,0,none,10
S03374,0.9,65536,5000,1,0.1,0.5,0,none,50
S03375,0.9,65536,5000,1,0.1,0.5,0,full,1
S03376,0.9,65536,5000,1,0.1,0.5,0,full,10
S03377,0.9,65536,5000,1,0.1,0.5,0,full,50
S03378,0.9,65536,5000,1,0.1,0.5,5,none,1
S03379,0.9,65536,5000,1,0.1,0.5,5,none,10
S03380,0.9,65536,5000,1,0.1,0.5,5,none,50
S03381,0.9,65536,5000,1,0.1,0.5,5,full,1
S03382,0.9,65536,5000,1,0.1,0.5,5,full,10
S03383,0.9,65536,5000,1,0.1,0.5,5,full,50
S03384,0.9,65536,5000,1,0.9,0.05,0,none,1
S03385,0.9,65536,5000,1,0.9,0.05,0,none,10
S03386,0.9,65536,5000,1,0.9,0.05,0,none,50
S03387,0.9,65536,5000,1,0.9,0.05,0,full,1
S03388,0.9,65536,5000,1,0.9,0.05,0,full,10
S03389,0.9,65536,5000,1,0.9,0.05,0,full,50
S03390,0.9,65536,5000,1,0.9,0.05,5,none,1
S03391,0.9,65536,5000,1,0.9,0.05,5,none,10
S03392,0.9,65536,5000,1,0.9,0.05,5,none,50
S03393,0.9,65536,5000,1,0.9,0.05,5,full,1
S03394,0.9,65536,5000,1,0.9,0.05,5,full,10
S03395,0.9,65536,5000,1,0.9,0.05,5,full,50
S03396,0.9,65536,5000,1,0.9,0.5,0,none,1
S03397,0.9,65536,5000,1,0.9,0.5,0,none,10
S03398,0.9,65536,5000,1,0.9,0.5,0,none,50
S03399,0.9,65536,5000,1,0.9,0.5,0,full,1
S03400,0.9,65536,5000,1,0.9,0.5,0,full,10
S03401,0.9,65536,5000,1,0.9,0.5,0,full,50
S03402,0.9,65536,5000,1,0.9,0.5,5,none,1
S03403,0.9,65536,5000,1,0.9,0.5,5,none,10
S03404,0.9,65536,5000,1,0.9,0.5,5,none,50
S03405,0.9,65536,5000,1,0.9,0.5,5,full,1
S03406,0.9,65536,5000,1,0.9,0.5,5,full,10
S03407,0.9,65536,5000,1,0.9,0.5,5,full,50
S03408,0.9,65536,5000,3,0.1,0.05,0,none,1
S03409,0.9,65536,5000,3,0.1,0.05,0,none,10
S03410,0.9,65536,5000,3,0.1,0.05,0,none,50
S03411,0.9,65536,5000,3,0.1,0.05,0,full,1
S03412,0.9,65536,5000,3,0.1,0.05,0,full,10
S03413,0.9,65536,5000,3,0.1,0.05,0,full,50
S03414,0.9,65536,5000,3,0.1,0.05,5,none,1
S03415,0.9,65536,5000,3,0.1,0.05,5,none,10
S03416,0.9,65536,5000,3,0.1,0.05,5,none,50
S03417,0.9,65536,5000,3,0.1,0.05,5,full,1
S03418,0.9,65536,5000,3,0.1,0.05,5,full,10
S03419,0.9,65536,5000,3,0.1,0.05,5,full,50
S03420,0.9,65536,5000,3,0.1,0.5,0,none,1
S03421,0.9,65536,5000,3,0.1,0.5,0,none,10
S03422,0.9,65536,5000,3,0.1,0.5,0,none,50
S03423,0.9,65536,5000,3,0.1,0.5,0,full,1
S03424,0.9,65536,5000,3,0.1,0.5,0,full,10
S03425,0.9,65536,5000,3,0.1,0.5,0,full,50
S03426,0.9,65536,5000,3,0.1,0.5,5,none,1
S03427,0.9,65536,5000,3,0.1,0.5,5,none,10
S03428,0.9,65536,5000,3,0.1,0.5,5,none,50
S03429,0.9,65536,5000,3,0.1,0.5,5,full,1
S03430,0.9,65536,5000,3,0.1,0.5,5,full,10
S03431,0.9,65536,5000,3,0.1,0.5,5,full,50
S03432,0.9,65536,5000,3,0.9,0.05,0,none,1
S03433,0.9,65536,5000,3,0.9,0.05,0,none,10
S03434,0.9,65536,5000,3,0.9,0.05,0,none,50
S03435,0.9,65536,5000,3,0.9,0.05,0,full,1
S03436,0.9,65536,5000,3,0.9,0.05,0,full,10
S03437,0.9,65536,5000,3,0.9,0.05,0,full,50
S03438,0.9,65536,5000,3,0.9,0.05,5,none,1
S03439,0.9,65536,5000,3,0.9,0.05,5,none,10
S03440,0.9,65536,5000,3,0.9,0.05,5,none,50
S03441,0.9,65536,5000,3,0.9,0.05,5,full,1
S03442,0.9,65536,5000,3,0.9,0.05,5,full,10
S03443,0.9,65536,5000,3,0.9,0.05,5,full,50
S03444,0.9,65536,5000,3,0.9,0.5,0,none,1
S03445,0.9,65536,5000,3,0.9,0.5,0,none,10
S03446,0.9,65536,5000,3,0.9,0.5,0,none,50
S03447,0.9,65536,5000,3,0.9,0.5,0,full,1
S03448,0.9,65536,5000,3,0.9,0.5,0,full,10
S03449,0.9,65536,5000,3,0.9,0.5,0,full,50
S03450,0.9,65536,5000,3,0.9,0.5,5,none,1
S03451,0.9,65536,5000,3,0.9,0.5,5,none,10
S03452,0.9,65536,5000,3,0.9,0.5,5,none,50
S03453,0.9,65536,5000,3,0.9,0.5,5,full,1
S03454,0.9,65536,5000,3,0.9,0.5,5,full,10
S03455,0.9,65536,5000,3,0.9,0.5,5,full,50
